Country,Latitude,Longitude,CAT,Category,ACT,Activity,UNIT,Unit,VAR,Variable,SRC,Source,TIME,Time,Value,Flag Codes,Flags
Japan,32.2048,138.2529,FLFW,1. Food loss - Food waste,HOUSEHOLDS,Households,PCT,%,FWVAR109JPN,Food Loss - Milk,SOURCE57,"Ministry of Agriculture, Forestry and Fisheries",2009,2009,0.7,,
Japan,32.2048,138.2529,FLFW,1. Food loss - Food waste,HOUSEHOLDS,Households,PCT,%,FWVAR110JPN,Food Loss - Mushrooms,SOURCE57,"Ministry of Agriculture, Forestry and Fisheries",2009,2009,8,,
Japan,32.2048,138.2529,FLFW,1. Food loss - Food waste,HOUSEHOLDS,Households,PCT,%,FWVAR112JPN,Food Loss - Oil and fat,SOURCE57,"Ministry of Agriculture, Forestry and Fisheries",2009,2009,0.3,,
Japan,32.2048,138.2529,FLFW,1. Food loss - Food waste,HOUSEHOLDS,Households,PCT,%,FWVAR116JPN,Food Loss - Prepared Food,SOURCE57,"Ministry of Agriculture, Forestry and Fisheries",2009,2009,2.3,,
Japan,32.2048,138.2529,FLFW,1. Food loss - Food waste,HOUSEHOLDS,Households,PCT,%,FWVAR122JPN,Food Loss - Seaweed,SOURCE57,"Ministry of Agriculture, Forestry and Fisheries",2009,2009,2.5,,
Japan,32.2048,138.2529,FLFW,1. Food loss - Food waste,HOUSEHOLDS,Households,PCT,%,FWVAR123JPN,Food Loss - Sugar,SOURCE57,"Ministry of Agriculture, Forestry and Fisheries",2009,2009,1.2,,
Japan,32.2048,138.2529,FLFW,1. Food loss - Food waste,HOUSEHOLDS,Households,PCT,%,FWVAR124JPN,Food Loss - Sweets,SOURCE57,"Ministry of Agriculture, Forestry and Fisheries",2009,2009,0.8,,
Japan,32.2048,138.2529,FLFW,1. Food loss - Food waste,HOUSEHOLDS,Households,PCT,%,FWVAR132,Food Loss - Vegetables,SOURCE57,"Ministry of Agriculture, Forestry and Fisheries",2009,2009,8.7,,
Japan,32.2048,138.2529,FLFW,1. Food loss - Food waste,HOUSEHOLDS,Households,TONNES,tonnes,FWVAR47JPN,Food  Loss & Waste,SOURCE58,Ministry of Environment,2001,2001,12500000,,
Japan,32.2048,138.2529,FLFW,1. Food loss - Food waste,HOUSEHOLDS,Households,TONNES,tonnes,FWVAR47JPN,Food  Loss & Waste,SOURCE58,Ministry of Environment,2002,2002,11890000,,
Japan,32.2048,138.2529,FLFW,1. Food loss - Food waste,HOUSEHOLDS,Households,TONNES,tonnes,FWVAR47JPN,Food  Loss & Waste,SOURCE58,Ministry of Environment,2003,2003,11340000,,
Japan,32.2048,138.2529,FLFW,1. Food loss - Food waste,HOUSEHOLDS,Households,TONNES,tonnes,FWVAR47JPN,Food  Loss & Waste,SOURCE58,Ministry of Environment,2004,2004,10700000,,
Japan,32.2048,138.2529,FLFW,1. Food loss - Food waste,HOUSEHOLDS,Households,TONNES,tonnes,FWVAR47JPN,Food  Loss & Waste,SOURCE58,Ministry of Environment,2005,2005,10580000,,
Japan,32.2048,138.2529,FLFW,1. Food loss - Food waste,HOUSEHOLDS,Households,TONNES,tonnes,FWVAR47JPN,Food  Loss & Waste,SOURCE58,Ministry of Environment,2006,2006,10450000,,
Japan,32.2048,138.2529,FLFW,1. Food loss - Food waste,HOUSEHOLDS,Households,TONNES,tonnes,FWVAR47JPN,Food  Loss & Waste,SOURCE58,Ministry of Environment,2007,2007,11190000,,
Japan,32.2048,138.2529,FLFW,1. Food loss - Food waste,HOUSEHOLDS,Households,TONNES,tonnes,FWVAR47JPN,Food  Loss & Waste,SOURCE58,Ministry of Environment,2008,2008,10720000,,
Japan,32.2048,138.2529,FLFW,1. Food loss - Food waste,HOUSEHOLDS,Households,TONNES,tonnes,FWVAR47JPN,Food  Loss & Waste,SOURCE58,Ministry of Environment,2009,2009,10320000,,
Japan,32.2048,138.2529,FLFW,1. Food loss - Food waste,HOUSEHOLDS,Households,TONNES,tonnes,FWVAR47JPN,Food  Loss & Waste,SOURCE58,Ministry of Environment,2010,2010,10720000,,
Japan,32.2048,138.2529,FLFW,1. Food loss - Food waste,HOUSEHOLDS,Households,TONNES,tonnes,FWVAR47JPN,Food  Loss & Waste,SOURCE58,Ministry of Environment,2011,2011,10140000,,
Japan,32.2048,138.2529,FLFW,1. Food loss - Food waste,COMBINEDPOST-PRODUCTION,Combined : Post-production,TONNES,tonnes,FWVAR48JPN,"Food  Loss & Waste from food industry, wholesale, retail, food services and households",SOURCE58,Ministry of Environment,2001,2001,21890000,,
Japan,32.2048,138.2529,FLFW,1. Food loss - Food waste,COMBINEDPOST-PRODUCTION,Combined : Post-production,TONNES,tonnes,FWVAR48JPN,"Food  Loss & Waste from food industry, wholesale, retail, food services and households",SOURCE58,Ministry of Environment,2002,2002,21540000,,
Japan,32.2048,138.2529,FLFW,1. Food loss - Food waste,COMBINEDPOST-PRODUCTION,Combined : Post-production,TONNES,tonnes,FWVAR48JPN,"Food  Loss & Waste from food industry, wholesale, retail, food services and households",SOURCE58,Ministry of Environment,2003,2003,19720000,,
Japan,32.2048,138.2529,FLFW,1. Food loss - Food waste,COMBINEDPOST-PRODUCTION,Combined : Post-production,TONNES,tonnes,FWVAR48JPN,"Food  Loss & Waste from food industry, wholesale, retail, food services and households",SOURCE58,Ministry of Environment,2004,2004,19390000,,
Japan,32.2048,138.2529,FLFW,1. Food loss - Food waste,COMBINEDPOST-PRODUCTION,Combined : Post-production,TONNES,tonnes,FWVAR48JPN,"Food  Loss & Waste from food industry, wholesale, retail, food services and households",SOURCE58,Ministry of Environment,2005,2005,18950000,,
Japan,32.2048,138.2529,FLFW,1. Food loss - Food waste,COMBINEDPOST-PRODUCTION,Combined : Post-production,TONNES,tonnes,FWVAR48JPN,"Food  Loss & Waste from food industry, wholesale, retail, food services and households",SOURCE58,Ministry of Environment,2006,2006,18880000,,
Japan,32.2048,138.2529,FLFW,1. Food loss - Food waste,COMBINEDPOST-PRODUCTION,Combined : Post-production,TONNES,tonnes,FWVAR48JPN,"Food  Loss & Waste from food industry, wholesale, retail, food services and households",SOURCE58,Ministry of Environment,2007,2007,19480000,,
Japan,32.2048,138.2529,FLFW,1. Food loss - Food waste,COMBINEDPOST-PRODUCTION,Combined : Post-production,TONNES,tonnes,FWVAR48JPN,"Food  Loss & Waste from food industry, wholesale, retail, food services and households",SOURCE58,Ministry of Environment,2008,2008,18510000,,
Japan,32.2048,138.2529,FLFW,1. Food loss - Food waste,COMBINEDPOST-PRODUCTION,Combined : Post-production,TONNES,tonnes,FWVAR48JPN,"Food  Loss & Waste from food industry, wholesale, retail, food services and households",SOURCE58,Ministry of Environment,2009,2009,17870000,,
Japan,32.2048,138.2529,FLFW,1. Food loss - Food waste,COMBINEDPOST-PRODUCTION,Combined : Post-production,TONNES,tonnes,FWVAR48JPN,"Food  Loss & Waste from food industry, wholesale, retail, food services and households",SOURCE58,Ministry of Environment,2010,2010,17130000,,
Japan,32.2048,138.2529,FLFW,1. Food loss - Food waste,COMBINEDPOST-PRODUCTION,Combined : Post-production,TONNES,tonnes,FWVAR48JPN,"Food  Loss & Waste from food industry, wholesale, retail, food services and households",SOURCE58,Ministry of Environment,2011,2011,17280000,,
Japan,32.2048,138.2529,FLFW,1. Food loss - Food waste,COMBINEDPOST-PRODUCTIONANDPRE,Combined : Post-production and Pre-consumption,TONNES,tonnes,FWVAR243,Food Waste - Cereals - Excluding Beer,SOURCE31,FAO - Food balance sheets 2009,2009,2009,413000,,
Japan,32.2048,138.2529,FLFW,1. Food loss - Food waste,COMBINEDPOST-PRODUCTIONANDPRE,Combined : Post-production and Pre-consumption,TONNES,tonnes,FWVAR266,Food Waste - Eggs,SOURCE31,FAO - Food balance sheets 2009,2009,2009,50000,,
Japan,32.2048,138.2529,FLFW,1. Food loss - Food waste,COMBINEDPOST-PRODUCTIONANDPRE,Combined : Post-production and Pre-consumption,TONNES,tonnes,FWVAR287,Food Waste - Fruits - Excluding Wine,SOURCE31,FAO - Food balance sheets 2009,2009,2009,749000,,
Japan,32.2048,138.2529,FLFW,1. Food loss - Food waste,COMBINEDPOST-PRODUCTIONANDPRE,Combined : Post-production and Pre-consumption,TONNES,tonnes,FWVAR297,Food Waste - Meat,SOURCE31,FAO - Food balance sheets 2009,2009,2009,107000,,
Japan,32.2048,138.2529,FLFW,1. Food loss - Food waste,COMBINEDPOST-PRODUCTIONANDPRE,Combined : Post-production and Pre-consumption,TONNES,tonnes,FWVAR316,Food Waste - Oilcrops,SOURCE31,FAO - Food balance sheets 2009,2009,2009,70000,,
Japan,32.2048,138.2529,FLFW,1. Food loss - Food waste,COMBINEDPOST-PRODUCTIONANDPRE,Combined : Post-production and Pre-consumption,TONNES,tonnes,FWVAR335,Food Waste - Pulses,SOURCE31,FAO - Food balance sheets 2009,2009,2009,7000,,
Japan,32.2048,138.2529,FLFW,1. Food loss - Food waste,COMBINEDPOST-PRODUCTIONANDPRE,Combined : Post-production and Pre-consumption,TONNES,tonnes,FWVAR347,Food Waste - Starchy Roots,SOURCE31,FAO - Food balance sheets 2009,2009,2009,200000,,
Japan,32.2048,138.2529,FLFW,1. Food loss - Food waste,COMBINEDPOST-PRODUCTIONANDPRE,Combined : Post-production and Pre-consumption,TONNES,tonnes,FWVAR350,Food Waste - Sugar & Sweeteners,SOURCE31,FAO - Food balance sheets 2009,2009,2009,21000,,
Japan,32.2048,138.2529,FLFW,1. Food loss - Food waste,COMBINEDPOST-PRODUCTIONANDPRE,Combined : Post-production and Pre-consumption,TONNES,tonnes,FWVAR355,Food Waste - Treenuts,SOURCE31,FAO - Food balance sheets 2009,2009,2009,4000,,
Japan,32.2048,138.2529,FLFW,1. Food loss - Food waste,COMBINEDPOST-PRODUCTIONANDPRE,Combined : Post-production and Pre-consumption,TONNES,tonnes,FWVAR357,Food Waste - Vegetable Oils,SOURCE31,FAO - Food balance sheets 2009,2009,2009,13000,,
Japan,32.2048,138.2529,FLFW,1. Food loss - Food waste,COMBINEDPOST-PRODUCTIONANDPRE,Combined : Post-production and Pre-consumption,TONNES,tonnes,FWVAR358,Food Waste - Vegetables,SOURCE31,FAO - Food balance sheets 2009,2009,2009,1224000,,
Korea,35.9078,127.7669,FLFW,1. Food loss - Food waste,MASSFEEDINGFACILITIES,Mass feeding facilities,PCT,%,FWVAR213,Food Waste,SOURCE28,ECOREA 2011,2010,2010,10,,
Korea,35.9078,127.7669,FLFW,1. Food loss - Food waste,LARGERESTAURANTS,Large restaurants,PCT,%,FWVAR213,Food Waste,SOURCE28,ECOREA 2011,2010,2010,16,,
Korea,35.9078,127.7669,FLFW,1. Food loss - Food waste,COMBINEDPOST-PRODUCTIONANDPRE,Combined : Post-production and Pre-consumption,TONNES,tonnes,FWVAR243,Food Waste - Cereals - Excluding Beer,SOURCE31,FAO - Food balance sheets 2009,2009,2009,628000,,
Korea,35.9078,127.7669,FLFW,1. Food loss - Food waste,COMBINEDPOST-PRODUCTIONANDPRE,Combined : Post-production and Pre-consumption,TONNES,tonnes,FWVAR266,Food Waste - Eggs,SOURCE31,FAO - Food balance sheets 2009,2009,2009,30000,,
Korea,35.9078,127.7669,FLFW,1. Food loss - Food waste,COMBINEDPOST-PRODUCTIONANDPRE,Combined : Post-production and Pre-consumption,TONNES,tonnes,FWVAR287,Food Waste - Fruits - Excluding Wine,SOURCE31,FAO - Food balance sheets 2009,2009,2009,277000,,
Korea,35.9078,127.7669,FLFW,1. Food loss - Food waste,COMBINEDPOST-PRODUCTIONANDPRE,Combined : Post-production and Pre-consumption,TONNES,tonnes,FWVAR301,Food Waste - Milk - Excluding Butter,SOURCE31,FAO - Food balance sheets 2009,2009,2009,42000,,
Korea,35.9078,127.7669,FLFW,1. Food loss - Food waste,COMBINEDPOST-PRODUCTIONANDPRE,Combined : Post-production and Pre-consumption,TONNES,tonnes,FWVAR316,Food Waste - Oilcrops,SOURCE31,FAO - Food balance sheets 2009,2009,2009,13000,,
Korea,35.9078,127.7669,FLFW,1. Food loss - Food waste,COMBINEDPOST-PRODUCTIONANDPRE,Combined : Post-production and Pre-consumption,TONNES,tonnes,FWVAR335,Food Waste - Pulses,SOURCE31,FAO - Food balance sheets 2009,2009,2009,2000,,
Korea,35.9078,127.7669,FLFW,1. Food loss - Food waste,COMBINEDPOST-PRODUCTIONANDPRE,Combined : Post-production and Pre-consumption,TONNES,tonnes,FWVAR347,Food Waste - Starchy Roots,SOURCE31,FAO - Food balance sheets 2009,2009,2009,95000,,
Korea,35.9078,127.7669,FLFW,1. Food loss - Food waste,COMBINEDPOST-PRODUCTIONANDPRE,Combined : Post-production and Pre-consumption,TONNES,tonnes,FWVAR355,Food Waste - Treenuts,SOURCE31,FAO - Food balance sheets 2009,2009,2009,4000,,
Korea,35.9078,127.7669,FLFW,1. Food loss - Food waste,COMBINEDPOST-PRODUCTIONANDPRE,Combined : Post-production and Pre-consumption,TONNES,tonnes,FWVAR358,Food Waste - Vegetables,SOURCE31,FAO - Food balance sheets 2009,2009,2009,1555000,,
Korea,35.9078,127.7669,FLFW,1. Food loss - Food waste,TOTAL,Total,PCT,%,FWVAR212KOR,Food thrown away without being eaten in total food waste,SOURCE28,ECOREA 2011,2010,2010,4,,
Korea,35.9078,127.7669,FLFW,1. Food loss - Food waste,TOTAL,Total,PCT,%,FWVAR293KOR,Food waste - Leftover,SOURCE28,ECOREA 2011,2010,2010,30,,
Korea,35.9078,127.7669,FLFW,1. Food loss - Food waste,TOTAL,Total,PCT,%,FWVAR388KOR,Food Waste from distribution and cooking in total food waste,SOURCE28,ECOREA 2011,2010,2010,57,,
Korea,35.9078,127.7669,FLFW,1. Food loss - Food waste,TOTAL,Total,PCT,%,FWVAR419KOR,Ingredient waste after storage,SOURCE28,ECOREA 2011,2010,2010,9,,
Korea,35.9078,127.7669,FLFW,1. Food loss - Food waste,TOTAL,Total,TONNESBYDAY,tonnes/day,FWVAR395KOR,Food Waste in Gimcheon city,SOURCE29,ECOREA 2013,2010,2010,26.5,,
Korea,35.9078,127.7669,FLFW,1. Food loss - Food waste,TOTAL,Total,TONNESBYDAY,tonnes/day,FWVAR395KOR,Food Waste in Gimcheon city,SOURCE29,ECOREA 2013,2012,2012,12.3,,
Korea,35.9078,127.7669,FLFW,1. Food loss - Food waste,TOTAL,Total,TONNES,tonnes,FWVAR379,Food Waste (generated daily),SOURCE58,Ministry of Environment,2004,2004,11464,,
Korea,35.9078,127.7669,FLFW,1. Food loss - Food waste,TOTAL,Total,TONNES,tonnes,FWVAR379,Food Waste (generated daily),SOURCE58,Ministry of Environment,2005,2005,12977,,
Korea,35.9078,127.7669,FLFW,1. Food loss - Food waste,TOTAL,Total,TONNES,tonnes,FWVAR379,Food Waste (generated daily),SOURCE58,Ministry of Environment,2006,2006,13327,,
Korea,35.9078,127.7669,FLFW,1. Food loss - Food waste,TOTAL,Total,TONNES,tonnes,FWVAR379,Food Waste (generated daily),SOURCE58,Ministry of Environment,2007,2007,14452,,
Korea,35.9078,127.7669,FLFW,1. Food loss - Food waste,TOTAL,Total,TONNES,tonnes,FWVAR379,Food Waste (generated daily),SOURCE58,Ministry of Environment,2008,2008,15142,,
Korea,35.9078,127.7669,FLFW,1. Food loss - Food waste,TOTAL,Total,TONNES,tonnes,FWVAR379,Food Waste (generated daily),SOURCE58,Ministry of Environment,2009,2009,14118,,
Korea,35.9078,127.7669,FLFW,1. Food loss - Food waste,TOTAL,Total,TONNES,tonnes,FWVAR379,Food Waste (generated daily),SOURCE58,Ministry of Environment,2010,2010,13671,,
Korea,35.9078,127.7669,FLFW,1. Food loss - Food waste,TOTAL,Total,TONNES,tonnes,FWVAR379,Food Waste (generated daily),SOURCE58,Ministry of Environment,2011,2011,13253,,
Korea,35.9078,127.7669,FLFW,1. Food loss - Food waste,TOTAL,Total,TONNES,tonnes,FWVAR380,Food Waste (generated yearly),SOURCE58,Ministry of Environment,2004,2004,4184360,,
Korea,35.9078,127.7669,FLFW,1. Food loss - Food waste,TOTAL,Total,TONNES,tonnes,FWVAR380,Food Waste (generated yearly),SOURCE58,Ministry of Environment,2005,2005,4736605,,
Korea,35.9078,127.7669,FLFW,1. Food loss - Food waste,TOTAL,Total,TONNES,tonnes,FWVAR380,Food Waste (generated yearly),SOURCE58,Ministry of Environment,2006,2006,4864355,,
Korea,35.9078,127.7669,FLFW,1. Food loss - Food waste,TOTAL,Total,TONNES,tonnes,FWVAR380,Food Waste (generated yearly),SOURCE58,Ministry of Environment,2007,2007,5274980,,
Korea,35.9078,127.7669,FLFW,1. Food loss - Food waste,TOTAL,Total,TONNES,tonnes,FWVAR380,Food Waste (generated yearly),SOURCE58,Ministry of Environment,2008,2008,5526830,,
Korea,35.9078,127.7669,FLFW,1. Food loss - Food waste,TOTAL,Total,TONNES,tonnes,FWVAR380,Food Waste (generated yearly),SOURCE58,Ministry of Environment,2009,2009,5153070,,
Korea,35.9078,127.7669,FLFW,1. Food loss - Food waste,TOTAL,Total,TONNES,tonnes,FWVAR380,Food Waste (generated yearly),SOURCE58,Ministry of Environment,2010,2010,4989915,,
Korea,35.9078,127.7669,FLFW,1. Food loss - Food waste,TOTAL,Total,TONNES,tonnes,FWVAR380,Food Waste (generated yearly),SOURCE58,Ministry of Environment,2011,2011,4837345,,
Korea,35.9078,127.7669,FLFW,1. Food loss - Food waste,TOTAL,Total,KGBYCAPITA,kg/capita,FWVAR379,Food Waste (generated daily),SOURCE58,Ministry of Environment,2004,2004,0.239,,
Korea,35.9078,127.7669,FLFW,1. Food loss - Food waste,TOTAL,Total,KGBYCAPITA,kg/capita,FWVAR379,Food Waste (generated daily),SOURCE58,Ministry of Environment,2005,2005,0.27,,
Korea,35.9078,127.7669,FLFW,1. Food loss - Food waste,TOTAL,Total,KGBYCAPITA,kg/capita,FWVAR379,Food Waste (generated daily),SOURCE58,Ministry of Environment,2006,2006,0.276,,
Korea,35.9078,127.7669,FLFW,1. Food loss - Food waste,TOTAL,Total,KGBYCAPITA,kg/capita,FWVAR379,Food Waste (generated daily),SOURCE58,Ministry of Environment,2007,2007,0.297,,
Korea,35.9078,127.7669,FLFW,1. Food loss - Food waste,TOTAL,Total,KGBYCAPITA,kg/capita,FWVAR379,Food Waste (generated daily),SOURCE58,Ministry of Environment,2008,2008,0.309,,
Korea,35.9078,127.7669,FLFW,1. Food loss - Food waste,TOTAL,Total,KGBYCAPITA,kg/capita,FWVAR379,Food Waste (generated daily),SOURCE58,Ministry of Environment,2009,2009,0.287,,
Korea,35.9078,127.7669,FLFW,1. Food loss - Food waste,TOTAL,Total,KGBYCAPITA,kg/capita,FWVAR379,Food Waste (generated daily),SOURCE58,Ministry of Environment,2010,2010,0.277,,
Korea,35.9078,127.7669,FLFW,1. Food loss - Food waste,TOTAL,Total,KGBYCAPITA,kg/capita,FWVAR379,Food Waste (generated daily),SOURCE58,Ministry of Environment,2011,2011,0.266,,
Korea,35.9078,127.7669,FLFW,1. Food loss - Food waste,TOTAL,Total,KGBYCAPITA,kg/capita,FWVAR380,Food Waste (generated yearly),SOURCE58,Ministry of Environment,2004,2004,87,,
Korea,35.9078,127.7669,FLFW,1. Food loss - Food waste,TOTAL,Total,KGBYCAPITA,kg/capita,FWVAR380,Food Waste (generated yearly),SOURCE58,Ministry of Environment,2005,2005,98,,
Korea,35.9078,127.7669,FLFW,1. Food loss - Food waste,TOTAL,Total,KGBYCAPITA,kg/capita,FWVAR380,Food Waste (generated yearly),SOURCE58,Ministry of Environment,2006,2006,101,,
Korea,35.9078,127.7669,FLFW,1. Food loss - Food waste,TOTAL,Total,KGBYCAPITA,kg/capita,FWVAR380,Food Waste (generated yearly),SOURCE58,Ministry of Environment,2007,2007,109,,
Korea,35.9078,127.7669,FLFW,1. Food loss - Food waste,TOTAL,Total,KGBYCAPITA,kg/capita,FWVAR380,Food Waste (generated yearly),SOURCE58,Ministry of Environment,2008,2008,113,,
Korea,35.9078,127.7669,FLFW,1. Food loss - Food waste,TOTAL,Total,KGBYCAPITA,kg/capita,FWVAR380,Food Waste (generated yearly),SOURCE58,Ministry of Environment,2009,2009,105,,
Korea,35.9078,127.7669,FLFW,1. Food loss - Food waste,TOTAL,Total,KGBYCAPITA,kg/capita,FWVAR380,Food Waste (generated yearly),SOURCE58,Ministry of Environment,2010,2010,101,,
Korea,35.9078,127.7669,FLFW,1. Food loss - Food waste,TOTAL,Total,KGBYCAPITA,kg/capita,FWVAR380,Food Waste (generated yearly),SOURCE58,Ministry of Environment,2011,2011,97,,
Korea,35.9078,127.7669,MAEI,3. Monetary and economic impact,TOTAL,Total,MILLIONLOCALCURRENCY,Million Local Currency,FWVAR213,Food Waste,SOURCE29,ECOREA 2013,2013,2013,20000000,,
Korea,35.9078,127.7669,MAEI,3. Monetary and economic impact,TOTAL,Total,MILLIONLOCALCURRENCY,Million Local Currency,FWVAR257KOR,Food Waste - Disposal cost,SOURCE29,ECOREA 2013,2013,2013,800000,,
Luxembourg,49.8153,6.1296,WIG,2. Waste in general,AGRICULTURALPRODUCTION,Agricultural production,TONNES,tonnes,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2004,2004,691,,
Luxembourg,49.8153,6.1296,WIG,2. Waste in general,AGRICULTURALPRODUCTION,Agricultural production,TONNES,tonnes,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2006,2006,691,,
Luxembourg,49.8153,6.1296,WIG,2. Waste in general,AGRICULTURALPRODUCTION,Agricultural production,TONNES,tonnes,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2008,2008,330,,
Luxembourg,49.8153,6.1296,WIG,2. Waste in general,AGRICULTURALPRODUCTION,Agricultural production,TONNES,tonnes,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2010,2010,497,,
Luxembourg,49.8153,6.1296,WIG,2. Waste in general,AGRICULTURALPRODUCTION,Agricultural production,TONNES,tonnes,FWVAR517,Vegetable waste,SOURCE30,EUROSTAT,2010,2010,497,,
Luxembourg,49.8153,6.1296,WIG,2. Waste in general,AGRICULTURALPRODUCTION,Agricultural production,KGBYCAPITA,kg/capita,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2004,2004,2,,
Luxembourg,49.8153,6.1296,WIG,2. Waste in general,AGRICULTURALPRODUCTION,Agricultural production,KGBYCAPITA,kg/capita,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2006,2006,1,,
Luxembourg,49.8153,6.1296,WIG,2. Waste in general,AGRICULTURALPRODUCTION,Agricultural production,KGBYCAPITA,kg/capita,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2008,2008,1,,
Luxembourg,49.8153,6.1296,WIG,2. Waste in general,AGRICULTURALPRODUCTION,Agricultural production,KGBYCAPITA,kg/capita,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2010,2010,1,,
Luxembourg,49.8153,6.1296,WIG,2. Waste in general,AGRICULTURALPRODUCTION,Agricultural production,KGBYCAPITA,kg/capita,FWVAR517,Vegetable waste,SOURCE30,EUROSTAT,2010,2010,1,,
Luxembourg,49.8153,6.1296,WIG,2. Waste in general,HOUSEHOLDS,Households,TONNES,tonnes,FWVAR2,Animal and mixed food waste,SOURCE30,EUROSTAT,2010,2010,19544,,
Luxembourg,49.8153,6.1296,WIG,2. Waste in general,HOUSEHOLDS,Households,TONNES,tonnes,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2004,2004,59488,,
Luxembourg,49.8153,6.1296,WIG,2. Waste in general,HOUSEHOLDS,Households,TONNES,tonnes,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2006,2006,62538,,
Luxembourg,49.8153,6.1296,WIG,2. Waste in general,HOUSEHOLDS,Households,TONNES,tonnes,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2008,2008,71298,,
Luxembourg,49.8153,6.1296,WIG,2. Waste in general,HOUSEHOLDS,Households,TONNES,tonnes,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2010,2010,67700,,
Luxembourg,49.8153,6.1296,WIG,2. Waste in general,HOUSEHOLDS,Households,TONNES,tonnes,FWVAR521,Vegetal waste,SOURCE30,EUROSTAT,2010,2010,48156,,
Luxembourg,49.8153,6.1296,WIG,2. Waste in general,HOUSEHOLDS,Households,KGBYCAPITA,kg/capita,FWVAR2,Animal and mixed food waste,SOURCE30,EUROSTAT,2010,2010,39,,
Luxembourg,49.8153,6.1296,WIG,2. Waste in general,HOUSEHOLDS,Households,KGBYCAPITA,kg/capita,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2004,2004,130,,
Luxembourg,49.8153,6.1296,WIG,2. Waste in general,HOUSEHOLDS,Households,KGBYCAPITA,kg/capita,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2006,2006,132,,
Luxembourg,49.8153,6.1296,WIG,2. Waste in general,HOUSEHOLDS,Households,KGBYCAPITA,kg/capita,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2008,2008,146,,
Luxembourg,49.8153,6.1296,WIG,2. Waste in general,HOUSEHOLDS,Households,KGBYCAPITA,kg/capita,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2010,2010,134,,
Luxembourg,49.8153,6.1296,WIG,2. Waste in general,HOUSEHOLDS,Households,KGBYCAPITA,kg/capita,FWVAR521,Vegetal waste,SOURCE30,EUROSTAT,2010,2010,95,,
Luxembourg,49.8153,6.1296,FLFW,1. Food loss - Food waste,COMBINEDPOST-PRODUCTIONANDPRE,Combined : Post-production and Pre-consumption,TONNES,tonnes,FWVAR243,Food Waste - Cereals - Excluding Beer,SOURCE31,FAO - Food balance sheets 2009,2009,2009,2000,,
Luxembourg,49.8153,6.1296,FLFW,1. Food loss - Food waste,COMBINEDPOST-PRODUCTIONANDPRE,Combined : Post-production and Pre-consumption,TONNES,tonnes,FWVAR287,Food Waste - Fruits - Excluding Wine,SOURCE31,FAO - Food balance sheets 2009,2009,2009,3000,,
Luxembourg,49.8153,6.1296,FLFW,1. Food loss - Food waste,COMBINEDPOST-PRODUCTIONANDPRE,Combined : Post-production and Pre-consumption,TONNES,tonnes,FWVAR316,Food Waste - Oilcrops,SOURCE31,FAO - Food balance sheets 2009,2009,2009,1000,,
Luxembourg,49.8153,6.1296,FLFW,1. Food loss - Food waste,COMBINEDPOST-PRODUCTIONANDPRE,Combined : Post-production and Pre-consumption,TONNES,tonnes,FWVAR347,Food Waste - Starchy Roots,SOURCE31,FAO - Food balance sheets 2009,2009,2009,2000,,
Luxembourg,49.8153,6.1296,FLFW,1. Food loss - Food waste,COMBINEDPOST-PRODUCTIONANDPRE,Combined : Post-production and Pre-consumption,TONNES,tonnes,FWVAR355,Food Waste - Treenuts,SOURCE31,FAO - Food balance sheets 2009,2009,2009,1000,,
Luxembourg,49.8153,6.1296,FLFW,1. Food loss - Food waste,COMBINEDPOST-PRODUCTIONANDPRE,Combined : Post-production and Pre-consumption,TONNES,tonnes,FWVAR358,Food Waste - Vegetables,SOURCE31,FAO - Food balance sheets 2009,2009,2009,1000,,
Luxembourg,49.8153,6.1296,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORMANUF,Combined: Eurostat proxy for manufacturing of food products - includes tobacco,TONNES,tonnes,FWVAR2,Animal and mixed food waste,SOURCE30,EUROSTAT,2010,2010,3578,,
