geographicaream49,country,measureditemcpc,crop,timepointyears,loss_per_clean,fsc_location1
620,Portugal,1510,potatoes,2010,5.9922,Total Supply Chain Estimate
642,Romania,111,wheat,2010,0.2151,Total Supply Chain Estimate
642,Romania,112,maize (corn),2010,0.3318,Total Supply Chain Estimate
642,Romania,112,maize (corn),2010,0.3318,Total Supply Chain Estimate
642,Romania,112,maize (corn),2010,0.3318,Total Supply Chain Estimate
642,Romania,1212,cabbages,2010,1.0166,Total Supply Chain Estimate
642,Romania,1229,cantaloupes and other melons,2010,10.5263,Total Supply Chain Estimate
642,Romania,1232,cucumbers and gherkins,2010,9.7641,Total Supply Chain Estimate
642,Romania,1234,tomatoes,2010,3.253,Total Supply Chain Estimate
642,Romania,1253.02,"onions and shallots, dry (excluding dehydrated)",2010,1.0836,Total Supply Chain Estimate
642,Romania,1330,grapes,2010,3.9183,Total Supply Chain Estimate
642,Romania,1341,apples,2010,0.5426,Total Supply Chain Estimate
642,Romania,1344.02,cherries,2010,0.9959,Total Supply Chain Estimate
642,Romania,1346,plums and sloes,2010,0.16,Total Supply Chain Estimate
642,Romania,1510,potatoes,2010,0.9136,Total Supply Chain Estimate
643,Russian Federation,111,wheat,2010,0.5541,Total Supply Chain Estimate
643,Russian Federation,112,maize (corn),2010,1.9842,Total Supply Chain Estimate
643,Russian Federation,112,maize (corn),2010,1.9842,Total Supply Chain Estimate
643,Russian Federation,112,maize (corn),2010,1.9842,Total Supply Chain Estimate
643,Russian Federation,113,rice,2010,1.9799,Total Supply Chain Estimate
643,Russian Federation,115,barley,2010,1.0778,Total Supply Chain Estimate
643,Russian Federation,1199.9,other cereals n.e.c.,2010,3.6628,Total Supply Chain Estimate
643,Russian Federation,1212,cabbages,2010,2.3056,Total Supply Chain Estimate
643,Russian Federation,1510,Potatoes,2010,6.14,Total Supply Chain Estimate
643,Russian Federation,1510,potatoes,2010,6.1446,Total Supply Chain Estimate
643,Russian Federation,1704,"lentils, dry",2010,2.7912,Total Supply Chain Estimate
643,Russian Federation,1705,"peas, dry",2010,6.4869,Total Supply Chain Estimate
643,Russian Federation,2211,Raw Milk Of Cattle,2010,0.09,Total Supply Chain Estimate
643,Russian Federation,2211,Raw Milk Of Cattle,2010,0.09,Total Supply Chain Estimate
643,Russian Federation,2211,raw milk of cattle,2010,0.0931,Total Supply Chain Estimate
643,Russian Federation,231,"Hen Eggs In Shell, Fresh",2010,0.25,Total Supply Chain Estimate
643,Russian Federation,231,"hen eggs in shell, fresh",2010,0.2521,Total Supply Chain Estimate
643,Russian Federation,21153,"edible offal of pigs, fresh, chilled or frozen",2010,1.7636,Total Supply Chain Estimate
646,Rwanda,1234,Tomatoes,2010,4.9,Producer
646,Rwanda,1234,Tomatoes,2010,10.6,Wholesale
646,Rwanda,1234,Tomatoes,2010,10.6,Retail
646,Rwanda,1312,Bananas,2010,7.4,Producer
646,Rwanda,1312,Bananas,2010,15.05,Wholesale
646,Rwanda,1312,Bananas,2010,15.05,Retail
646,Rwanda,1318,Pineapples,2010,5.9,Producer
646,Rwanda,1318,Pineapples,2010,11.5,Wholesale
646,Rwanda,1318,Pineapples,2010,11.5,Retail
682,Saudi Arabia,111,wheat,2010,4.402,Total Supply Chain Estimate
682,Saudi Arabia,21156,"edible offal of goat, fresh, chilled or frozen",2010,25,Total Supply Chain Estimate
686,Senegal,142,"groundnuts, excluding shelled",2010,2.7198,Total Supply Chain Estimate
694,Sierra Leone,112,Maize (Corn),2010,8.8,Harvest
694,Sierra Leone,113,Rice,2010,13.3,Harvest
703,Slovakia,111,wheat,2010,2.1092,Total Supply Chain Estimate
703,Slovakia,112,maize (corn),2010,5.427,Total Supply Chain Estimate
703,Slovakia,112,maize (corn),2010,5.427,Total Supply Chain Estimate
703,Slovakia,112,maize (corn),2010,5.427,Total Supply Chain Estimate
703,Slovakia,115,barley,2010,1.6603,Total Supply Chain Estimate
703,Slovakia,116,rye,2010,2.8193,Total Supply Chain Estimate
703,Slovakia,117,oats,2010,11.3664,Total Supply Chain Estimate
703,Slovakia,1510,potatoes,2010,1.5883,Total Supply Chain Estimate
704,Viet Nam,113,Rice,2010,7,
705,Slovenia,1344.02,cherries,2010,6.7613,Total Supply Chain Estimate
705,Slovenia,1510,potatoes,2010,6.9164,Total Supply Chain Estimate
706,Somalia,112,Maize (Corn),2010,4.2,Producer
706,Somalia,112,Maize (Corn),2010,4.2,Storage
710,South Africa,112,Maize (Corn),2010,5.8,Harvest
72,Botswana,112,Maize (Corn),2010,3.3,Producer
72,Botswana,112,Maize (Corn),2010,3.3,Storage
72,Botswana,114,Sorghum,2010,2.2,Storage
724,Spain,111,wheat,2010,0.4545,Total Supply Chain Estimate
724,Spain,112,maize (corn),2010,0.4301,Total Supply Chain Estimate
724,Spain,112,maize (corn),2010,0.4301,Total Supply Chain Estimate
724,Spain,112,maize (corn),2010,0.4301,Total Supply Chain Estimate
724,Spain,116,rye,2010,1.1611,Total Supply Chain Estimate
724,Spain,1234,tomatoes,2010,4.6375,Total Supply Chain Estimate
724,Spain,1330,grapes,2010,0.3602,Total Supply Chain Estimate
724,Spain,1510,potatoes,2010,7.5989,Total Supply Chain Estimate
740,Suriname,113,rice,2010,6.9082,Total Supply Chain Estimate
752,Sweden,111,wheat,2010,3.2664,Total Supply Chain Estimate
752,Sweden,115,barley,2010,2.4345,Total Supply Chain Estimate
752,Sweden,116,rye,2010,2.551,Total Supply Chain Estimate
752,Sweden,1199.02,mixed grain,2010,2.1866,Total Supply Chain Estimate
752,Sweden,1510,potatoes,2010,9.1878,Total Supply Chain Estimate
756,Switzerland,111,Wheat,2010,1.56,Total Supply Chain Estimate
756,Switzerland,111,wheat,2010,1.5648,Total Supply Chain Estimate
756,Switzerland,112,maize (corn),2010,0.8362,Total Supply Chain Estimate
756,Switzerland,112,maize (corn),2010,0.8362,Total Supply Chain Estimate
756,Switzerland,112,maize (corn),2010,0.8362,Total Supply Chain Estimate
756,Switzerland,115,barley,2010,1.0912,Total Supply Chain Estimate
756,Switzerland,116,rye,2010,1.459,Total Supply Chain Estimate
756,Switzerland,117,oats,2010,1.1196,Total Supply Chain Estimate
756,Switzerland,1191,triticale,2010,1.0286,Total Supply Chain Estimate
756,Switzerland,1212,cabbages,2010,3.7455,Total Supply Chain Estimate
756,Switzerland,1213,cauliflowers and broccoli,2010,5.9172,Total Supply Chain Estimate
756,Switzerland,1214,lettuce and chicory,2010,3.6576,Total Supply Chain Estimate
756,Switzerland,1215,spinach,2010,7.5122,Total Supply Chain Estimate
756,Switzerland,1231,"chillies and peppers, green (capsicum spp. and pimenta spp.)",2010,5.7235,Total Supply Chain Estimate
756,Switzerland,1232,cucumbers and gherkins,2010,3.7337,Total Supply Chain Estimate
756,Switzerland,1234,tomatoes,2010,4.2342,Total Supply Chain Estimate
756,Switzerland,1241.9,"other beans, green",2010,8.9336,Total Supply Chain Estimate
756,Switzerland,1242,"peas, green",2010,14.436,Total Supply Chain Estimate
756,Switzerland,1251,carrots and turnips,2010,3.2691,Total Supply Chain Estimate
756,Switzerland,1253.01,"onions and shallots, green",2010,68.4229,Total Supply Chain Estimate
756,Switzerland,1253.02,"onions and shallots, dry (excluding dehydrated)",2010,0.243,Total Supply Chain Estimate
756,Switzerland,1290.9,"other vegetables, fresh n.e.c.",2010,3.2199,Total Supply Chain Estimate
756,Switzerland,1510,potatoes,2010,4.7529,Total Supply Chain Estimate
760,Syrian Arab Republic,111,wheat,2010,6.6816,Total Supply Chain Estimate
762,Tajikistan,1510,potatoes,2010,7.2355,Total Supply Chain Estimate
768,Togo,118,millet,2010,11.7039,Total Supply Chain Estimate
792,Turkey,111,Wheat,2010,2.835,Total Supply Chain Estimate
792,Turkey,111,Wheat (Durum),2010,2.835,Total Supply Chain Estimate
792,Turkey,111,wheat,2010,9.1491,Total Supply Chain Estimate
792,Turkey,112,Maize,2010,2.91,Total Supply Chain Estimate
792,Turkey,112,maize (corn),2010,3.9907,Total Supply Chain Estimate
792,Turkey,112,maize (corn),2010,3.9907,Total Supply Chain Estimate
792,Turkey,112,maize (corn),2010,3.9907,Total Supply Chain Estimate
792,Turkey,113,Rice,2010,3.2174,Total Supply Chain Estimate
792,Turkey,113,rice,2010,3.1279,Total Supply Chain Estimate
792,Turkey,115,Barley,2010,2.35,Total Supply Chain Estimate
792,Turkey,115,barley,2010,15.0069,Total Supply Chain Estimate
792,Turkey,116,Rye,2010,2.9609,Total Supply Chain Estimate
792,Turkey,116,rye,2010,14.7719,Total Supply Chain Estimate
792,Turkey,117,Oats,2010,2.9759,Total Supply Chain Estimate
792,Turkey,117,oats,2010,14.9115,Total Supply Chain Estimate
792,Turkey,1199.02,mixed grain,2010,45.4545,Total Supply Chain Estimate
792,Turkey,1212,Cabbage,2010,9.6831,Total Supply Chain Estimate
792,Turkey,1214,Lettuce,2010,9.7024,Total Supply Chain Estimate
792,Turkey,1215,Spinach,2010,9.4946,Total Supply Chain Estimate
792,Turkey,1221,Water melon,2010,9.6499,Total Supply Chain Estimate
792,Turkey,1229,Melon,2010,9.6925,Total Supply Chain Estimate
792,Turkey,1232,Cucumber,2010,8.9366,Total Supply Chain Estimate
792,Turkey,1233,Eggplant,2010,9.7303,Total Supply Chain Estimate
792,Turkey,1234,Tomato,2010,8.6273,Total Supply Chain Estimate
792,Turkey,1235,Squash,2010,9.6302,Total Supply Chain Estimate
792,Turkey,1242,Green pea,2010,12.4437,Total Supply Chain Estimate
792,Turkey,1243,Green broad bean,2010,9.8135,Total Supply Chain Estimate
792,Turkey,1243,Green bean,2010,9.8081,Total Supply Chain Estimate
792,Turkey,1251,Carrot,2010,8.7758,Total Supply Chain Estimate
792,Turkey,1251,Radish,2010,9.8282,Total Supply Chain Estimate
792,Turkey,1252,Dry garlic,2010,20.3067,Total Supply Chain Estimate
792,Turkey,1254,Leek,2010,9.252,Total Supply Chain Estimate
792,Turkey,1312,Banana,2010,16.5079,Total Supply Chain Estimate
792,Turkey,1315,Fig,2010,0.6114,Total Supply Chain Estimate
792,Turkey,1321,Grape fruit,2010,1.9339,Total Supply Chain Estimate
792,Turkey,1322,Lemon,2010,2.6601,Total Supply Chain Estimate
792,Turkey,1323,Orange,2010,6.4256,Total Supply Chain Estimate
792,Turkey,1324,Mandarin,2010,3.7813,Total Supply Chain Estimate
792,Turkey,1329,Citrus fruits (Toplam),2010,4.7129,Total Supply Chain Estimate
792,Turkey,1330,Grape,2010,5.7448,Total Supply Chain Estimate
792,Turkey,1341,Apple,2010,6.1152,Total Supply Chain Estimate
792,Turkey,1343,Apricot,2010,0.4089,Total Supply Chain Estimate
792,Turkey,1345,Peach,2010,7.2165,Total Supply Chain Estimate
792,Turkey,1346,Plum,2010,6.5289,Total Supply Chain Estimate
792,Turkey,1354,Strawberry,2010,6.847,Total Supply Chain Estimate
792,Turkey,1371,Almond,2010,2.3106,Total Supply Chain Estimate
792,Turkey,1373,Chestnut,2010,2.655,Total Supply Chain Estimate
792,Turkey,1374,Hazelnut,2010,0.478,Total Supply Chain Estimate
792,Turkey,1375,Pistachio,2010,2.8117,Total Supply Chain Estimate
792,Turkey,1376,Walnut,2010,2.6625,Total Supply Chain Estimate
792,Turkey,141,Soya Beans,2010,1.2266,Total Supply Chain Estimate
792,Turkey,1445,Sunflower,2010,3.7834,Total Supply Chain Estimate
792,Turkey,1510,Potato,2010,2.8832,Total Supply Chain Estimate
792,Turkey,1510,potatoes,2010,10.1135,Total Supply Chain Estimate
792,Turkey,1620,Tea,2010,2.6039,Total Supply Chain Estimate
792,Turkey,1651,Pepper,2010,8.9214,Total Supply Chain Estimate
792,Turkey,1701,Dry bean,2010,3.0199,Total Supply Chain Estimate
792,Turkey,1703,Chickpea,2010,2.2322,Total Supply Chain Estimate
792,Turkey,1704,Red lentil,2010,2.6659,Total Supply Chain Estimate
792,Turkey,1704,Green lentil,2010,4.1614,Total Supply Chain Estimate
792,Turkey,231,"hen eggs in shell, fresh",2010,4.9998,Total Supply Chain Estimate
8,Albania,111,wheat,2010,7.7806,Total Supply Chain Estimate
8,Albania,1234,tomatoes,2010,9.5342,Total Supply Chain Estimate
8,Albania,2211,raw milk of cattle,2010,8.2796,Total Supply Chain Estimate
800,Uganda,112,Maize (Corn),2010,4.1,Producer
800,Uganda,112,Maize (Corn),2010,7.6,Harvest
800,Uganda,112,Maize (Corn),2010,4.1,Storage
800,Uganda,1313,plantains and others,2010,4.2604,Total Supply Chain Estimate
800,Uganda,1520.01,"cassava, fresh",2010,2.6515,Total Supply Chain Estimate
804,Ukraine,112,maize (corn),2010,5.0197,Total Supply Chain Estimate
804,Ukraine,112,maize (corn),2010,5.0197,Total Supply Chain Estimate
804,Ukraine,112,maize (corn),2010,5.0197,Total Supply Chain Estimate
804,Ukraine,113,rice,2010,2.027,Total Supply Chain Estimate
804,Ukraine,116,rye,2010,2.151,Total Supply Chain Estimate
804,Ukraine,117,oats,2010,4.7983,Total Supply Chain Estimate
804,Ukraine,1510,potatoes,2010,5.3462,Total Supply Chain Estimate
804,Ukraine,1801,sugar beet,2010,0.2909,Total Supply Chain Estimate
804,Ukraine,2211,Raw Milk Of Cattle,2010,0.07,Total Supply Chain Estimate
804,Ukraine,2211,raw milk of cattle,2010,0.0729,Total Supply Chain Estimate
807,The former Yugoslav Republic of Macedonia,112,maize (corn),2010,6.0603,Total Supply Chain Estimate
807,The former Yugoslav Republic of Macedonia,112,maize (corn),2010,6.0603,Total Supply Chain Estimate
807,The former Yugoslav Republic of Macedonia,112,maize (corn),2010,6.0603,Total Supply Chain Estimate
807,The former Yugoslav Republic of Macedonia,116,rye,2010,3.9548,Total Supply Chain Estimate
807,The former Yugoslav Republic of Macedonia,1443,rapeseed or colza seed,2010,6.0181,Total Supply Chain Estimate
807,The former Yugoslav Republic of Macedonia,1445,sunflower seed,2010,7.9031,Total Supply Chain Estimate
807,The former Yugoslav Republic of Macedonia,1701,"beans, dry",2010,10,Total Supply Chain Estimate
818,Egypt,115,barley,2010,7.4287,Total Supply Chain Estimate
818,Egypt,1354,Strawberries,2010,0.3,
818,Egypt,1802,sugar cane,2010,0.8721,Total Supply Chain Estimate
826,United Kingdom,115,Barley,2010,0.72,Total Supply Chain Estimate
826,United Kingdom,117,Oats,2010,0.44,Total Supply Chain Estimate
826,United Kingdom of Great Britain and Northern Ireland,111,wheat,2010,2.0164,Total Supply Chain Estimate
826,United Kingdom of Great Britain and Northern Ireland,115,barley,2010,0.7235,Total Supply Chain Estimate
826,United Kingdom of Great Britain and Northern Ireland,117,oats,2010,0.4378,Total Supply Chain Estimate
826,United Kingdom of Great Britain and Northern Ireland,1234,tomatoes,2010,3.9185,Total Supply Chain Estimate
826,United Kingdom of Great Britain and Northern Ireland,1243,"broad beans and horse beans, green ",2010,1.8423,Total Supply Chain Estimate
826,United Kingdom of Great Britain and Northern Ireland,1341,apples,2010,10.618,Total Supply Chain Estimate
826,United Kingdom of Great Britain and Northern Ireland,1342.01,pears,2010,7.0122,Total Supply Chain Estimate
826,United Kingdom of Great Britain and Northern Ireland,1344.02,cherries,2010,0.6137,Total Supply Chain Estimate
826,United Kingdom of Great Britain and Northern Ireland,1346,plums and sloes,2010,2.2185,Total Supply Chain Estimate
826,United Kingdom of Great Britain and Northern Ireland,1351.01,currants,2010,3.4682,Total Supply Chain Estimate
826,United Kingdom of Great Britain and Northern Ireland,1351.02,gooseberries ,2010,3.9216,Total Supply Chain Estimate
826,United Kingdom of Great Britain and Northern Ireland,1353.01,raspberries,2010,7.0588,Total Supply Chain Estimate
826,United Kingdom of Great Britain and Northern Ireland,1354,strawberries,2010,6.3168,Total Supply Chain Estimate
826,United Kingdom of Great Britain and Northern Ireland,1355.9,other berries and fruits of the genus vaccinium,2010,3.3613,Total Supply Chain Estimate
826,United Kingdom of Great Britain and Northern Ireland,1705,"peas, dry",2010,1.7007,Total Supply Chain Estimate
826,United Kingdom of Great Britain and Northern Ireland,231,"hen eggs in shell, fresh",2010,0.6991,Total Supply Chain Estimate
834,Tanzania,112,Maize (Corn),2010,2.9,Producer
834,Tanzania,112,Maize (Corn),2010,4.2,Storage
834,United Republic of Tanzania,112,Maize (Corn),2010,2.9,Producer
834,United Republic of Tanzania,112,Maize (Corn),2010,4.2,Producer
834,United Republic of Tanzania,112,maize (corn),2010,12.6768,Total Supply Chain Estimate
834,United Republic of Tanzania,112,maize (corn),2010,12.6768,Total Supply Chain Estimate
834,United Republic of Tanzania,112,maize (corn),2010,12.6768,Total Supply Chain Estimate
834,United Republic of Tanzania,1802,sugar cane,2010,1.2496,Total Supply Chain Estimate
84,Belize,1313,plantains and others,2010,18.9994,Total Supply Chain Estimate
840,United States of America,1371,"almonds, in shell",2010,4.2197,Total Supply Chain Estimate
840,United States of America,1374,"hazelnuts, in shell",2010,3.5038,Total Supply Chain Estimate
840,United States of America,1376,"walnuts, in shell",2010,0.2122,Total Supply Chain Estimate
840,United States of America,1443,rapeseed or colza seed,2010,1.079,Total Supply Chain Estimate
840,United States of America,1510,potatoes,2010,1.1989,Total Supply Chain Estimate
840,United States of America,1701,"beans, dry",2010,0.0347,Total Supply Chain Estimate
840,United States of America,231,"hen eggs in shell, fresh",2010,2.0232,Total Supply Chain Estimate
854,Burkina Faso,1193,Fonio,2010,13.1,Harvest
862,Venezuela (Bolivarian Republic Of),1312,Bananas,2010,14.94,Total Supply Chain Estimate
862,Venezuela (Bolivarian Republic Of),1312,Bananas,2010,16.42,Total Supply Chain Estimate
862,Venezuela (Bolivarian Republic Of),1313,Plantains And Others,2010,10,Total Supply Chain Estimate
862,Venezuela (Bolivarian Republic of),111,wheat,2010,1.9974,Total Supply Chain Estimate
862,Venezuela (Bolivarian Republic of),113,rice,2010,3.1109,Total Supply Chain Estimate
862,Venezuela (Bolivarian Republic of),114,sorghum,2010,20.0334,Total Supply Chain Estimate
862,Venezuela (Bolivarian Republic of),1221,watermelons,2010,13.3386,Total Supply Chain Estimate
862,Venezuela (Bolivarian Republic of),1234,tomatoes,2010,26.314,Total Supply Chain Estimate
862,Venezuela (Bolivarian Republic of),1311,avocados,2010,12.3861,Total Supply Chain Estimate
862,Venezuela (Bolivarian Republic of),1312,bananas,2010,16.4164,Total Supply Chain Estimate
862,Venezuela (Bolivarian Republic of),1313,plantains and others,2010,9.5397,Total Supply Chain Estimate
862,Venezuela (Bolivarian Republic of),1316,"mangoes, guavas, mangosteens",2010,13.8428,Total Supply Chain Estimate
862,Venezuela (Bolivarian Republic of),1317,papayas,2010,11.6692,Total Supply Chain Estimate
862,Venezuela (Bolivarian Republic of),1318,pineapples,2010,13.8258,Total Supply Chain Estimate
862,Venezuela (Bolivarian Republic of),1323,oranges,2010,9.9923,Total Supply Chain Estimate
862,Venezuela (Bolivarian Republic of),1330,grapes,2010,10.2982,Total Supply Chain Estimate
862,Venezuela (Bolivarian Republic of),141,soya beans,2010,0.7902,Total Supply Chain Estimate
862,Venezuela (Bolivarian Republic of),142,"groundnuts, excluding shelled",2010,3.5538,Total Supply Chain Estimate
862,Venezuela (Bolivarian Republic of),1460,"coconuts, in shell",2010,2.992,Total Supply Chain Estimate
862,Venezuela (Bolivarian Republic of),1491.01,oil palm fruit,2010,0.2809,Total Supply Chain Estimate
862,Venezuela (Bolivarian Republic of),1492,copra,2010,0.9965,Total Supply Chain Estimate
862,Venezuela (Bolivarian Republic of),1599.1,"edible roots and tubers with high starch or inulin content, n.e.c., fresh",2010,10.0122,Total Supply Chain Estimate
862,Venezuela (Bolivarian Republic of),1640,cocoa beans,2010,0.2863,Total Supply Chain Estimate
862,Venezuela (Bolivarian Republic of),1701,"beans, dry",2010,7.7953,Total Supply Chain Estimate
862,Venezuela (Bolivarian Republic of),1705,"peas, dry",2010,1.9239,Total Supply Chain Estimate
862,Venezuela (Bolivarian Republic of),1707,"pigeon peas, dry",2010,2.8883,Total Supply Chain Estimate
862,Venezuela (Bolivarian Republic of),2211,raw milk of cattle,2010,1.2038,Total Supply Chain Estimate
862,Venezuela (Bolivarian Republic of),21151,"edible offal of cattle, fresh, chilled or frozen",2010,0.9792,Total Supply Chain Estimate
862,Venezuela (Bolivarian Republic of),21153,"edible offal of pigs, fresh, chilled or frozen",2010,3.937,Total Supply Chain Estimate
862,Venezuela (Bolivarian Republic of),21512,"cattle fat, unrendered",2010,11.9231,Total Supply Chain Estimate
